Country,EdLevel,YearsCodePro,DevType,OrgSize,RemoteWork,Salary,CountryName,EducationLevel,RemoteWorkLabel,DevTypeLabel,OrgSizeLabel
15,0,5.0,8,3,0,86897.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,100-499
16,2,8.0,8,3,2,150000.0,United States of America,Other,Remote,Developer,100-499
16,0,10.0,13,3,2,212000.0,United States of America,Bachelor's,Remote,Engineering manager,100-499
16,0,17.0,8,1,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,10-19
16,1,22.0,8,0,1,101000.0,United States of America,Master's,In-person,Developer,1k-4.9k
15,1,11.0,16,2,2,117931.0,United Kingdom of Great Britain and Northern Ireland,Master's,Remote,Other (please specify):,10k+
5,4,5.0,8,3,0,64254.0,Germany,School,Hybrid,Developer,100-499
15,3,2.0,8,1,2,53379.0,United Kingdom of Great Britain and Northern Ireland,Postgraduate,Remote,Developer,10-19
16,1,5.0,8,8,0,120000.0,United States of America,Master's,Hybrid,Developer,Unknown
15,4,20.0,8,9,2,186207.0,United Kingdom of Great Britain and Northern Ireland,School,Remote,Developer,Freelancer
16,0,12.0,12,3,2,250000.0,United States of America,Bachelor's,Remote,Engineer,100-499
15,0,29.0,8,2,0,124138.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10k+
16,2,13.0,8,3,2,103000.0,United States of America,Other,Remote,Developer,100-499
16,2,4.0,16,8,0,123600.0,United States of America,Other,Hybrid,Other (please specify):,Unknown
14,0,1.0,7,7,0,88173.0,Switzerland,Bachelor's,Hybrid,DevOps specialist,500-999
9,0,15.0,19,3,0,83530.0,Netherlands,Bachelor's,Hybrid,Research & Development role,100-499
16,1,10.0,12,2,0,230000.0,United States of America,Master's,Hybrid,Engineer,10k+
8,0,8.0,18,4,0,37481.0,Italy,Bachelor's,Hybrid,Project manager,2 to 9 employees
4,0,15.0,9,7,2,224888.0,France,Bachelor's,Remote,Developer Advocate,500-999
16,0,2.0,8,7,0,80000.0,United States of America,Bachelor's,Hybrid,Developer,500-999
6,0,3.0,8,2,2,14540.0,India,Bachelor's,Remote,Developer,10k+
15,0,13.0,13,2,2,111724.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Engineering manager,10k+
11,4,3.0,8,4,1,14356.0,Poland,School,In-person,Developer,2 to 9 employees
2,0,17.0,13,5,0,141268.0,Canada,Bachelor's,Hybrid,Engineering manager,20-99
16,0,20.0,8,4,2,160000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
4,1,3.0,8,0,1,44978.0,France,Master's,In-person,Developer,1k-4.9k
13,0,2.0,8,5,0,36857.0,Sweden,Bachelor's,Hybrid,Developer,20-99
1,0,9.0,8,2,2,81150.0,Brazil,Bachelor's,Remote,Developer,10k+
4,2,2.0,8,4,0,32950.0,France,Other,Hybrid,Developer,2 to 9 employees
4,2,0.5,8,4,0,47119.0,France,Other,Hybrid,Developer,2 to 9 employees
3,4,5.0,8,4,0,64254.0,Denmark,School,Hybrid,Developer,2 to 9 employees
15,0,17.0,8,7,0,117931.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,500-999
16,0,6.0,8,3,0,115000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
16,0,2.0,3,0,0,77000.0,United States of America,Bachelor's,Hybrid,Data or business analyst,1k-4.9k
16,2,24.0,8,5,0,165000.0,United States of America,Other,Hybrid,Developer,20-99
16,1,0.5,8,3,2,100000.0,United States of America,Master's,Remote,Developer,100-499
15,0,43.0,8,1,1,86897.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,10-19
5,0,4.0,8,5,0,69608.0,Germany,Bachelor's,Hybrid,Developer,20-99
16,0,10.0,8,1,2,228000.0,United States of America,Bachelor's,Remote,Developer,10-19
16,2,20.0,13,3,0,193000.0,United States of America,Other,Hybrid,Engineering manager,100-499
9,0,5.0,8,7,1,60399.0,Netherlands,Bachelor's,In-person,Developer,500-999
15,0,6.0,8,1,2,49655.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,10-19
13,0,12.0,8,3,0,46439.0,Sweden,Bachelor's,Hybrid,Developer,100-499
2,1,10.0,8,3,0,85504.0,Canada,Master's,Hybrid,Developer,100-499
15,0,2.0,8,5,0,37241.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
15,1,5.0,8,5,1,70759.0,United Kingdom of Great Britain and Northern Ireland,Master's,In-person,Developer,20-99
2,0,0.5,5,2,2,55020.0,Canada,Bachelor's,Remote,Database administrator,10k+
16,0,15.0,8,5,0,131500.0,United States of America,Bachelor's,Hybrid,Developer,20-99
6,2,50.0,6,6,1,33052.0,India,Other,In-person,Designer,5k-9.9k
14,1,7.0,8,3,0,121238.0,Switzerland,Master's,Hybrid,Developer,100-499
15,1,3.0,8,3,0,59338.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,100-499
15,0,33.0,8,7,2,82643.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,500-999
16,0,20.0,8,0,2,250000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
2,1,6.0,8,5,2,120000.0,Canada,Master's,Remote,Developer,20-99
6,0,6.0,8,0,2,14540.0,India,Bachelor's,Remote,Developer,1k-4.9k
4,2,0.5,8,4,1,35982.0,France,Other,In-person,Developer,2 to 9 employees
16,1,15.0,8,5,2,109000.0,United States of America,Master's,Remote,Developer,20-99
16,1,15.0,8,4,2,180000.0,United States of America,Master's,Remote,Developer,2 to 9 employees
15,0,3.0,8,4,2,44690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,2 to 9 employees
4,1,10.0,2,5,0,69608.0,France,Master's,Hybrid,Cloud infrastructure engineer,20-99
5,0,25.0,8,5,1,107090.0,Germany,Bachelor's,In-person,Developer,20-99
16,0,30.0,8,3,2,160000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,2,20.0,8,3,0,215000.0,United States of America,Other,Hybrid,Developer,100-499
16,2,2.0,8,2,2,220000.0,United States of America,Other,Remote,Developer,10k+
5,0,1.0,8,7,2,64254.0,Germany,Bachelor's,Remote,Developer,500-999
2,0,11.0,8,5,2,122680.0,Canada,Bachelor's,Remote,Developer,20-99
5,3,10.0,4,5,2,91026.0,Germany,Postgraduate,Remote,Data scientist or machine learning specialist,20-99
16,0,3.0,8,0,0,100000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,7.0,8,6,2,106000.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
16,1,11.0,8,1,2,125000.0,United States of America,Master's,Remote,Developer,10-19
6,1,11.0,8,0,0,38774.0,India,Master's,Hybrid,Developer,1k-4.9k
2,0,10.0,8,3,0,78069.0,Canada,Bachelor's,Hybrid,Developer,100-499
6,0,8.0,8,6,2,22416.0,India,Bachelor's,Remote,Developer,5k-9.9k
15,0,2.0,8,3,1,30414.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,100-499
16,2,0.5,16,7,0,65000.0,United States of America,Other,Hybrid,Other (please specify):,500-999
16,0,21.0,8,5,2,112000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,2,1.0,8,6,0,110000.0,United States of America,Other,Hybrid,Developer,5k-9.9k
2,0,18.0,8,7,2,68403.0,Canada,Bachelor's,Remote,Developer,500-999
6,0,12.0,7,6,0,38774.0,India,Bachelor's,Hybrid,DevOps specialist,5k-9.9k
15,0,20.0,8,3,2,83173.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,100-499
16,0,10.0,8,6,0,115000.0,United States of America,Bachelor's,Hybrid,Developer,5k-9.9k
4,1,7.0,8,1,2,107090.0,France,Master's,Remote,Developer,10-19
16,0,8.0,8,5,2,150000.0,United States of America,Bachelor's,Remote,Developer,20-99
16,0,7.0,8,3,2,120000.0,United States of America,Bachelor's,Remote,Developer,100-499
7,0,31.0,19,7,0,133640.0,Israel,Bachelor's,Hybrid,Research & Development role,500-999
16,0,14.0,8,0,2,202000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
16,0,10.0,8,3,2,155000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,2,1.0,8,1,2,31035.0,United Kingdom of Great Britain and Northern Ireland,Other,Remote,Developer,10-19
5,0,6.0,8,3,2,94239.0,Germany,Bachelor's,Remote,Developer,100-499
15,1,5.0,8,5,1,42207.0,United Kingdom of Great Britain and Northern Ireland,Master's,In-person,Developer,20-99
16,0,31.0,8,5,2,190000.0,United States of America,Bachelor's,Remote,Developer,20-99
2,0,2.0,13,4,1,59481.0,Canada,Bachelor's,In-person,Engineering manager,2 to 9 employees
14,1,11.0,0,3,0,111318.0,Switzerland,Master's,Hybrid,Academic researcher,100-499
4,1,5.0,8,3,2,69608.0,France,Master's,Remote,Developer,100-499
5,0,14.0,8,2,0,72821.0,Germany,Bachelor's,Hybrid,Developer,10k+
15,1,5.0,8,5,0,46428.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,20-99
3,2,2.0,8,1,1,79369.0,Denmark,Other,In-person,Developer,10-19
15,0,8.0,8,1,2,74483.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Developer,10-19
15,1,9.0,8,1,0,62069.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,10-19
6,0,0.5,8,0,0,39986.0,India,Bachelor's,Hybrid,Developer,1k-4.9k
4,1,7.0,8,0,0,43907.0,France,Master's,Hybrid,Developer,1k-4.9k
16,1,5.0,10,5,2,205000.0,United States of America,Master's,Remote,Developer Experience,20-99
15,0,8.0,8,0,0,80690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,1k-4.9k
8,1,4.0,16,2,0,42836.0,Italy,Master's,Hybrid,Other (please specify):,10k+
16,3,10.0,16,6,0,160000.0,United States of America,Postgraduate,Hybrid,Other (please specify):,5k-9.9k
16,0,23.0,8,7,2,180000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,4,20.0,8,5,2,145000.0,United States of America,School,Remote,Developer,20-99
16,0,8.0,13,1,1,106000.0,United States of America,Bachelor's,In-person,Engineering manager,10-19
16,0,4.0,8,5,0,195000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
16,0,3.0,14,1,2,90000.0,United States of America,Bachelor's,Remote,Hardware Engineer,10-19
16,1,5.0,0,0,1,35000.0,United States of America,Master's,In-person,Academic researcher,1k-4.9k
16,0,6.0,8,0,0,100000.0,United States of America,Bachelor's,Hybrid,Developer,1k-4.9k
16,1,10.0,8,0,1,105000.0,United States of America,Master's,In-person,Developer,1k-4.9k
1,1,23.0,8,3,2,58428.0,Brazil,Master's,Remote,Developer,100-499
15,0,16.0,8,5,1,99311.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,In-person,Developer,20-99
16,0,6.0,12,2,0,128000.0,United States of America,Bachelor's,Hybrid,Engineer,10k+
5,0,12.0,8,6,0,64254.0,Germany,Bachelor's,Hybrid,Developer,5k-9.9k
15,1,3.0,8,0,1,41502.0,United Kingdom of Great Britain and Northern Ireland,Master's,In-person,Developer,1k-4.9k
12,0,15.0,13,0,0,107090.0,Spain,Bachelor's,Hybrid,Engineering manager,1k-4.9k
14,1,5.0,19,3,0,82662.0,Switzerland,Master's,Hybrid,Research & Development role,100-499
16,2,2.0,8,1,2,105000.0,United States of America,Other,Remote,Developer,10-19
16,0,19.0,8,4,1,175000.0,United States of America,Bachelor's,In-person,Developer,2 to 9 employees
16,0,6.0,7,0,2,93000.0,United States of America,Bachelor's,Remote,DevOps specialist,1k-4.9k
16,0,0.5,3,3,1,52000.0,United States of America,Bachelor's,In-person,Data or business analyst,100-499
13,2,11.0,8,3,0,64130.0,Sweden,Other,Hybrid,Developer,100-499
16,1,3.0,8,2,0,100000.0,United States of America,Master's,Hybrid,Developer,10k+
16,1,20.0,8,2,2,122000.0,United States of America,Master's,Remote,Developer,10k+
16,1,13.0,13,3,1,250000.0,United States of America,Master's,In-person,Engineering manager,100-499
16,0,7.0,8,7,2,170000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,0,25.0,8,3,2,130000.0,United States of America,Bachelor's,Remote,Developer,100-499
14,2,4.0,7,5,2,110216.0,Switzerland,Other,Remote,DevOps specialist,20-99
16,0,3.0,8,7,2,93000.0,United States of America,Bachelor's,Remote,Developer,500-999
2,0,3.0,8,3,0,63199.0,Canada,Bachelor's,Hybrid,Developer,100-499
16,0,4.0,12,7,1,135000.0,United States of America,Bachelor's,In-person,Engineer,500-999
2,0,2.0,14,0,0,53533.0,Canada,Bachelor's,Hybrid,Hardware Engineer,1k-4.9k
2,2,13.0,16,8,1,44611.0,Canada,Other,In-person,Other (please specify):,Unknown
16,0,3.0,8,7,0,110000.0,United States of America,Bachelor's,Hybrid,Developer,500-999
4,1,6.0,8,5,0,48190.0,France,Master's,Hybrid,Developer,20-99
16,0,6.0,8,3,2,136000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,2,5.0,7,3,2,200000.0,United States of America,Other,Remote,DevOps specialist,100-499
1,2,15.0,8,7,2,51561.0,Brazil,Other,Remote,Developer,500-999
16,3,11.0,4,0,2,140000.0,United States of America,Postgraduate,Remote,Data scientist or machine learning specialist,1k-4.9k
16,0,0.5,8,4,1,60000.0,United States of America,Bachelor's,In-person,Developer,2 to 9 employees
16,0,3.0,8,4,0,120000.0,United States of America,Bachelor's,Hybrid,Developer,2 to 9 employees
8,4,7.0,18,2,2,40694.0,Italy,School,Remote,Project manager,10k+
15,1,3.0,4,4,0,53379.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Data scientist or machine learning specialist,2 to 9 employees
2,0,30.0,8,5,2,111527.0,Canada,Bachelor's,Remote,Developer,20-99
16,0,2.0,8,4,2,75000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
5,1,6.0,8,2,0,65325.0,Germany,Master's,Hybrid,Developer,10k+
16,0,3.0,8,2,1,130000.0,United States of America,Bachelor's,In-person,Developer,10k+
2,2,18.0,13,5,2,175000.0,Canada,Other,Remote,Engineering manager,20-99
16,0,9.0,12,3,1,220000.0,United States of America,Bachelor's,In-person,Engineer,100-499
16,0,2.0,8,0,1,65000.0,United States of America,Bachelor's,In-person,Developer,1k-4.9k
16,0,1.0,8,0,1,100000.0,United States of America,Bachelor's,In-person,Developer,1k-4.9k
8,1,35.0,8,1,2,48190.0,Italy,Master's,Remote,Developer,10-19
10,1,5.0,14,3,1,90613.0,Norway,Master's,In-person,Hardware Engineer,100-499
12,2,36.0,8,3,2,29985.0,Spain,Other,Remote,Developer,100-499
9,2,27.0,8,2,0,102271.0,Netherlands,Other,Hybrid,Developer,10k+
16,0,2.0,8,3,0,90000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
16,0,12.0,8,3,2,212000.0,United States of America,Bachelor's,Remote,Developer,100-499
16,0,30.0,8,5,0,80000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
16,0,6.0,8,6,0,144000.0,United States of America,Bachelor's,Hybrid,Developer,5k-9.9k
16,0,10.0,8,6,2,80000.0,United States of America,Bachelor's,Remote,Developer,5k-9.9k
5,1,3.0,8,0,0,73892.0,Germany,Master's,Hybrid,Developer,1k-4.9k
16,0,18.0,8,2,0,155000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,0,9.0,12,3,0,250000.0,United States of America,Bachelor's,Hybrid,Engineer,100-499
16,0,5.0,4,2,2,128000.0,United States of America,Bachelor's,Remote,Data scientist or machine learning specialist,10k+
16,0,4.0,12,1,2,80000.0,United States of America,Bachelor's,Remote,Engineer,10-19
16,0,4.0,12,3,2,131000.0,United States of America,Bachelor's,Remote,Engineer,100-499
16,0,7.0,8,3,2,195000.0,United States of America,Bachelor's,Remote,Developer,100-499
12,0,12.0,13,0,0,128507.0,Spain,Bachelor's,Hybrid,Engineering manager,1k-4.9k
9,1,10.0,4,6,0,177769.0,Netherlands,Master's,Hybrid,Data scientist or machine learning specialist,5k-9.9k
11,0,1.0,8,3,0,18662.0,Poland,Bachelor's,Hybrid,Developer,100-499
4,1,7.0,13,1,0,74963.0,France,Master's,Hybrid,Engineering manager,10-19
15,0,21.0,12,4,2,167587.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Remote,Engineer,2 to 9 employees
6,0,15.0,8,2,0,55738.0,India,Bachelor's,Hybrid,Developer,10k+
16,0,13.0,8,3,0,207000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
16,1,7.0,4,3,1,123260.0,United States of America,Master's,In-person,Data scientist or machine learning specialist,100-499
16,1,6.0,4,3,0,200000.0,United States of America,Master's,Hybrid,Data scientist or machine learning specialist,100-499
2,0,3.0,8,6,1,76582.0,Canada,Bachelor's,In-person,Developer,5k-9.9k
15,0,3.0,8,5,0,55862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
16,0,23.0,22,5,0,145000.0,United States of America,Bachelor's,Hybrid,Senior Executive (C-Suite,20-99
4,1,2.0,19,1,1,44978.0,France,Master's,In-person,Research & Development role,10-19
16,0,11.0,16,3,1,220000.0,United States of America,Bachelor's,In-person,Other (please specify):,100-499
16,0,1.0,8,4,1,50000.0,United States of America,Bachelor's,In-person,Developer,2 to 9 employees
2,0,4.0,8,4,1,37176.0,Canada,Bachelor's,In-person,Developer,2 to 9 employees
15,1,1.0,8,2,0,41586.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,10k+
16,3,5.0,0,4,1,150000.0,United States of America,Postgraduate,In-person,Academic researcher,2 to 9 employees
16,1,19.0,8,5,0,110000.0,United States of America,Master's,Hybrid,Developer,20-99
5,0,5.0,8,0,0,67466.0,Germany,Bachelor's,Hybrid,Developer,1k-4.9k
11,0,2.0,24,3,0,18782.0,Poland,Bachelor's,Hybrid,System administrator,100-499
16,0,7.0,10,0,2,173000.0,United States of America,Bachelor's,Remote,Developer Experience,1k-4.9k
16,0,0.5,16,3,2,80000.0,United States of America,Bachelor's,Remote,Other (please specify):,100-499
9,0,10.0,24,1,1,35982.0,Netherlands,Bachelor's,In-person,System administrator,10-19
16,0,20.0,8,7,2,135000.0,United States of America,Bachelor's,Remote,Developer,500-999
16,2,23.0,9,7,2,113000.0,United States of America,Other,Remote,Developer Advocate,500-999
12,3,7.0,8,5,0,54616.0,Spain,Postgraduate,Hybrid,Developer,20-99
16,1,2.0,4,7,2,80000.0,United States of America,Master's,Remote,Data scientist or machine learning specialist,500-999
1,2,20.0,16,7,1,50719.0,Brazil,Other,In-person,Other (please specify):,500-999
16,0,19.0,8,5,2,155000.0,United States of America,Bachelor's,Remote,Developer,20-99
10,1,4.0,8,0,0,61798.0,Norway,Master's,Hybrid,Developer,1k-4.9k
4,4,12.0,8,6,2,125597.0,France,School,Remote,Developer,5k-9.9k
16,0,5.0,12,7,0,85000.0,United States of America,Bachelor's,Hybrid,Engineer,500-999
16,4,17.0,7,5,2,164000.0,United States of America,School,Remote,DevOps specialist,20-99
16,0,14.0,13,5,2,230000.0,United States of America,Bachelor's,Remote,Engineering manager,20-99
16,0,8.0,20,5,2,135000.0,United States of America,Bachelor's,Remote,Scientist,20-99
16,0,10.0,8,3,0,210000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
5,0,9.0,8,1,0,74963.0,Germany,Bachelor's,Hybrid,Developer,10-19
16,0,17.0,8,5,0,179000.0,United States of America,Bachelor's,Hybrid,Developer,20-99
5,0,4.0,2,5,0,74963.0,Germany,Bachelor's,Hybrid,Cloud infrastructure engineer,20-99
15,2,4.0,8,5,0,62069.0,United Kingdom of Great Britain and Northern Ireland,Other,Hybrid,Developer,20-99
7,1,25.0,8,5,0,160367.0,Israel,Master's,Hybrid,Developer,20-99
12,0,10.0,8,3,2,38552.0,Spain,Bachelor's,Remote,Developer,100-499
1,0,21.0,7,0,2,40575.0,Brazil,Bachelor's,Remote,DevOps specialist,1k-4.9k
2,0,4.0,8,3,2,96657.0,Canada,Bachelor's,Remote,Developer,100-499
16,0,6.0,8,2,1,190000.0,United States of America,Bachelor's,In-person,Developer,10k+
16,0,42.0,8,2,2,120000.0,United States of America,Bachelor's,Remote,Developer,10k+
2,0,19.0,8,9,2,133833.0,Canada,Bachelor's,Remote,Developer,Freelancer
13,2,8.0,8,3,0,60813.0,Sweden,Other,Hybrid,Developer,100-499
2,0,4.0,8,7,0,49072.0,Canada,Bachelor's,Hybrid,Developer,500-999
15,0,0.5,8,5,0,44690.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,20-99
13,0,6.0,8,5,0,46071.0,Sweden,Bachelor's,Hybrid,Developer,20-99
10,1,30.0,8,0,1,72490.0,Norway,Master's,In-person,Developer,1k-4.9k
16,2,20.0,8,6,0,150000.0,United States of America,Other,Hybrid,Developer,5k-9.9k
1,2,5.0,8,2,2,36213.0,Brazil,Other,Remote,Developer,10k+
13,4,4.0,8,6,0,53073.0,Sweden,School,Hybrid,Developer,5k-9.9k
11,2,1.0,8,5,2,43067.0,Poland,Other,Remote,Developer,20-99
14,2,15.0,8,7,2,143281.0,Switzerland,Other,Remote,Developer,500-999
16,0,41.0,8,0,2,250000.0,United States of America,Bachelor's,Remote,Developer,1k-4.9k
4,1,15.0,8,4,2,48190.0,France,Master's,Remote,Developer,2 to 9 employees
2,0,8.0,8,7,2,91452.0,Canada,Bachelor's,Remote,Developer,500-999
13,0,5.0,8,0,1,74437.0,Sweden,Bachelor's,In-person,Developer,1k-4.9k
16,2,10.0,8,0,1,80000.0,United States of America,Other,In-person,Developer,1k-4.9k
16,0,0.5,8,6,0,82000.0,United States of America,Bachelor's,Hybrid,Developer,5k-9.9k
16,0,9.0,6,3,2,160000.0,United States of America,Bachelor's,Remote,Designer,100-499
5,1,5.0,8,6,1,74963.0,Germany,Master's,In-person,Developer,5k-9.9k
16,2,6.0,8,0,2,145000.0,United States of America,Other,Remote,Developer,1k-4.9k
16,0,3.0,8,7,2,83000.0,United States of America,Bachelor's,Remote,Developer,500-999
13,2,7.0,8,2,0,82927.0,Sweden,Other,Hybrid,Developer,10k+
2,0,8.0,2,5,2,84017.0,Canada,Bachelor's,Remote,Cloud infrastructure engineer,20-99
1,2,2.0,8,5,2,18989.0,Brazil,Other,Remote,Developer,20-99
15,2,20.0,8,0,0,136552.0,United Kingdom of Great Britain and Northern Ireland,Other,Hybrid,Developer,1k-4.9k
16,0,1.0,8,2,0,200000.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,0,6.0,8,3,2,120000.0,United States of America,Bachelor's,Remote,Developer,100-499
11,1,20.0,2,2,0,143557.0,Poland,Master's,Hybrid,Cloud infrastructure engineer,10k+
16,0,27.0,8,3,2,190000.0,United States of America,Bachelor's,Remote,Developer,100-499
2,0,6.0,8,1,0,63199.0,Canada,Bachelor's,Hybrid,Developer,10-19
5,1,6.0,0,4,0,57828.0,Germany,Master's,Hybrid,Academic researcher,2 to 9 employees
16,3,5.0,19,0,0,125000.0,United States of America,Postgraduate,Hybrid,Research & Development role,1k-4.9k
16,0,7.0,8,5,2,97500.0,United States of America,Bachelor's,Remote,Developer,20-99
13,0,11.0,8,0,0,82927.0,Sweden,Bachelor's,Hybrid,Developer,1k-4.9k
16,1,23.0,10,3,0,217000.0,United States of America,Master's,Hybrid,Developer Experience,100-499
2,0,5.0,8,0,0,70634.0,Canada,Bachelor's,Hybrid,Developer,1k-4.9k
15,1,6.0,10,3,0,117931.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer Experience,100-499
5,0,7.0,8,0,0,81388.0,Germany,Bachelor's,Hybrid,Developer,1k-4.9k
16,0,10.0,2,2,0,170000.0,United States of America,Bachelor's,Hybrid,Cloud infrastructure engineer,10k+
15,1,2.0,12,3,0,80690.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Engineer,100-499
3,0,2.0,8,4,0,80519.0,Denmark,Bachelor's,Hybrid,Developer,2 to 9 employees
1,4,3.0,8,0,2,26374.0,Brazil,School,Remote,Developer,1k-4.9k
16,0,9.0,8,4,2,125000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
11,1,8.0,8,4,0,66036.0,Poland,Master's,Hybrid,Developer,2 to 9 employees
10,0,3.0,8,7,0,60711.0,Norway,Bachelor's,Hybrid,Developer,500-999
16,1,3.0,4,2,0,132000.0,United States of America,Master's,Hybrid,Data scientist or machine learning specialist,10k+
16,0,13.0,8,5,2,140000.0,United States of America,Bachelor's,Remote,Developer,20-99
4,1,10.0,18,5,0,36410.0,France,Master's,Hybrid,Project manager,20-99
16,0,5.0,8,2,2,165000.0,United States of America,Bachelor's,Remote,Developer,10k+
16,0,8.0,12,6,0,95000.0,United States of America,Bachelor's,Hybrid,Engineer,5k-9.9k
16,1,7.0,12,3,2,175000.0,United States of America,Master's,Remote,Engineer,100-499
16,0,5.0,8,7,0,220000.0,United States of America,Bachelor's,Hybrid,Developer,500-999
5,0,12.0,12,2,0,171343.0,Germany,Bachelor's,Hybrid,Engineer,10k+
16,0,13.0,8,5,2,95000.0,United States of America,Bachelor's,Remote,Developer,20-99
5,3,9.0,8,5,0,64254.0,Germany,Postgraduate,Hybrid,Developer,20-99
16,0,30.0,8,4,2,110000.0,United States of America,Bachelor's,Remote,Developer,2 to 9 employees
5,3,6.0,14,5,0,64254.0,Germany,Postgraduate,Hybrid,Hardware Engineer,20-99
16,0,3.0,8,4,0,90000.0,United States of America,Bachelor's,Hybrid,Developer,2 to 9 employees
12,1,8.0,2,3,0,91026.0,Spain,Master's,Hybrid,Cloud infrastructure engineer,100-499
2,0,2.0,8,2,0,118962.0,Canada,Bachelor's,Hybrid,Developer,10k+
5,1,18.0,13,0,0,214179.0,Germany,Master's,Hybrid,Engineering manager,1k-4.9k
9,2,6.0,8,1,0,37481.0,Netherlands,Other,Hybrid,Developer,10-19
5,0,40.0,16,5,1,85672.0,Germany,Bachelor's,In-person,Other (please specify):,20-99
16,0,21.0,8,3,0,160000.0,United States of America,Bachelor's,Hybrid,Developer,100-499
13,1,4.0,8,5,1,65236.0,Sweden,Master's,In-person,Developer,20-99
2,0,17.0,22,5,0,185879.0,Canada,Bachelor's,Hybrid,Senior Executive (C-Suite,20-99
16,0,12.0,4,3,0,140000.0,United States of America,Bachelor's,Hybrid,Data scientist or machine learning specialist,100-499
16,0,2.0,8,6,0,75000.0,United States of America,Bachelor's,Hybrid,Developer,5k-9.9k
2,0,21.0,2,2,0,173733.0,Canada,Bachelor's,Hybrid,Cloud infrastructure engineer,10k+
16,0,7.0,8,2,0,177400.0,United States of America,Bachelor's,Hybrid,Developer,10k+
16,0,31.0,8,3,2,175000.0,United States of America,Bachelor's,Remote,Developer,100-499
15,1,10.0,8,0,0,120414.0,United Kingdom of Great Britain and Northern Ireland,Master's,Hybrid,Developer,1k-4.9k
13,2,3.0,8,1,1,45334.0,Sweden,Other,In-person,Developer,10-19
15,0,10.0,7,3,0,111724.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,DevOps specialist,100-499
16,1,35.0,5,2,2,25000.0,United States of America,Master's,Remote,Database administrator,10k+
2,0,3.0,8,3,0,56507.0,Canada,Bachelor's,Hybrid,Developer,100-499
16,2,8.0,8,2,2,103000.0,United States of America,Other,Remote,Developer,10k+
16,1,15.0,8,3,2,250000.0,United States of America,Master's,Remote,Developer,100-499
15,0,4.0,8,1,0,55862.0,United Kingdom of Great Britain and Northern Ireland,Bachelor's,Hybrid,Developer,10-19
16,0,12.0,8,7,2,190000.0,United States of America,Bachelor's,Remote,Developer,500-999
5,1,8.0,3,5,0,69608.0,Germany,Master's,Hybrid,Data or business analyst,20-99
